x,y,expertlabel,NDAI,SD,CORR,DF,CF,BF,AF,AN
293,266,0,-0.28074688,1.1197327,0.13742208,291.9762,271.55185,277.42798,249.39594,230.63808
294,266,0,-0.33011711,1.3996528,0.13670062,290.40604,287.34515,277.48096,249.2394,230.60678
295,266,0,-0.19242753,1.5331595,0.1398509,290.56497,294.42297,276.74884,248.76497,230.38521
296,266,0,-0.0064499988,1.849785,0.13886784,288.8262,294.64694,275.14014,248.15329,230.35872
297,266,0,0.29148367,1.6785744,0.14458336,299.20337,293.62585,274.26593,248.46877,229.57364
298,266,0,0.42438826,1.0181601,0.14953884,304.02469,292.25073,275.16663,248.86853,227.81561
299,266,0,0.13921575,0.83709627,0.1505907,304.67972,292.48676,276.44299,247.74629,227.59406
300,266,0,-0.037901174,1.0848072,0.1494334,304.07767,295.04913,275.92761,246.50122,227.88545
301,266,0,-0.33203959,2.750412,0.15122244,304.35944,295.9787,275.14734,248.11957,227.30746
302,266,0,-0.6841253,3.070956,0.14990607,306.54611,294.75293,274.70422,248.25443,227.34842
303,266,0,-0.5335142,2.3509955,0.14341293,308.64853,294.62527,276.77533,247.87393,227.70724
304,266,0,-0.39699185,1.9534636,0.14545663,308.34988,293.84018,275.14255,246.98769,227.74336
305,266,0,-0.23604979,2.0287719,0.14749227,307.63947,294.06415,273.30023,246.78058,228.24187
306,266,0,-0.1816681,3.4134426,0.14806844,307.91641,291.43918,273.46158,247.61865,227.47124
307,266,0,-0.30459195,4.3538837,0.14799257,307.47812,289.76782,274.43933,246.7854,228.01068
308,266,0,-0.48505679,3.462887,0.14478984,305.06024,291.9762,273.67111,247.05511,228.23946
309,266,0,-0.39073759,1.8943766,0.14406246,304.01987,292.78055,273.31226,246.56384,228.1624
310,266,0,-0.44221482,2.1574574,0.14389469,304.88925,291.95212,271.58075,246.40248,228.09497
311,266,0,-0.45467964,2.5804284,0.1438041,306.64246,290.86359,271.44345,245.84859,228.18167
312,266,0,-0.56244665,2.3838134,0.14293393,306.41125,290.15317,270.8414,245.851,228.5116
313,266,0,-0.58110344,1.4354386,0.13839133,305.16379,289.71246,270.26102,245.69687,228.65369
314,266,0,-0.55466616,1.0589015,0.13768223,304.05356,288.90808,269.14117,245.36453,228.65849
315,266,0,-0.43793708,1.0058783,0.14048734,304.50873,287.78345,267.82626,245.87508,228.74519
316,266,0,-0.37171996,0.59422463,0.14071339,304.43649,284.94412,268.44037,245.66797,228.70667
317,266,0,-0.28283146,0.94792783,0.14353807,303.95483,284.99951,268.7438,245.77634,228.48752
318,266,0,-0.15795945,1.4599262,0.1440668,301.26965,285.46429,269.02075,246.1713,228.43452
319,266,0,-0.19363348,1.9147084,0.14415172,301.00955,286.11212,269.97443,246.13275,228.32857
320,266,0,-0.27864096,1.7634147,0.13919362,302.07159,287.34274,270.67764,245.91843,228.27559
321,266,0,-0.16435161,0.9798134,0.14101139,303.04211,287.93997,270.70895,245.70409,228.10942
322,266,0,-0.16890529,1.033826,0.14106663,303.52136,289.22839,269.47592,245.49216,227.60851
323,266,0,-0.46925506,1.017037,0.14228734,304.50153,288.06039,268.87146,245.44882,227.4351
324,266,0,-0.48173454,0.74922585,0.14138241,305.61172,286.42038,269.05447,245.16705,227.71205
325,266,0,-0.34642062,0.99665618,0.14144446,304.50873,286.62506,268.74863,245.31155,227.67593
326,266,0,-0.48690444,1.241622,0.13940559,302.4256,286.84903,268.92926,245.25134,227.53143
327,266,0,-0.55079728,1.4404126,0.13941707,302.03546,286.68768,268.97983,244.90215,227.28098
328,266,0,-0.16815208,1.6915749,0.13877957,302.29556,287.01282,268.55115,244.67094,227.07146
329,266,0,-0.19321285,2.9431317,0.14706717,302.25702,286.37701,268.44278,244.69022,226.45976
330,266,0,-0.28839526,3.6906261,0.1504731,302.57971,285.6955,268.53912,244.4518,226.38751
331,266,0,-0.40905833,4.4559069,0.15522508,301.76816,285.46912,268.54877,244.1315,226.05518
332,266,0,-0.65925807,4.4598613,0.15742284,300.75186,285.84479,268.44519,244.56258,225.78787
333,266,0,-0.79303569,3.5769548,0.15649487,300.40991,285.67142,270.04907,244.75284,225.8842
334,266,0,-1.0241297,2.8567736,0.15083301,300.62183,287.47519,271.72763,244.38678,226.05518
335,266,0,-0.93485647,2.5299449,0.15345761,300.21481,291.0972,270.96664,244.2182,225.92273
336,266,0,-0.95877844,3.4489062,0.15850124,302.1077,291.99066,270.80286,244.05444,225.99498
337,266,0,-0.80800056,4.2935767,0.16351753,306.60391,291.26096,271.28934,244.56981,226.05518
338,266,0,-0.60813451,3.9648137,0.15240876,307.62741,292.50601,271.84805,244.88287,226.63075
339,266,0,-0.77312154,3.3832867,0.14555328,307.44199,293.50543,272.64517,244.54091,226.95587
340,266,0,-0.81246072,3.7721214,0.15291031,308.66296,294.96243,271.51331,244.08815,226.67651
341,266,0,-0.72485369,3.245791,0.15267168,310.18018,294.5145,270.08279,243.75101,226.703
342,266,0,-0.94848669,3.1493888,0.14176016,312.06824,291.75705,270.02982,243.70525,227.2569
343,266,0,-0.91412663,2.7256148,0.1414827,312.14771,290.38916,270.37421,243.6041,227.27135
344,266,0,-0.89626533,1.4281144,0.14149004,309.05551,291.50418,270.17432,243.52222,227.37009
345,266,0,-0.92470038,1.1650529,0.1399754,306.29083,291.75223,269.93829,243.50536,227.42789
346,266,0,-1.0536532,1.4796768,0.13958871,306.71228,291.11404,269.59634,243.77267,227.47604
347,266,0,-1.0988729,1.6364778,0.13953136,306.68097,290.53366,270.05872,243.44034,227.45438
348,266,0,-0.93045914,1.5689172,0.13876808,304.78809,289.9292,269.88293,243.7775,227.58923
349,266,0,-0.63598901,1.8296005,0.1378043,302.8663,289.86658,269.86124,243.90994,228.09015
350,266,0,-1.0015823,2.3695743,0.13377371,301.88614,289.13687,269.81067,244.28082,228.50677
351,266,0,-1.122993,2.1798673,0.14121141,301.62607,289.12003,269.92868,244.56018,228.35747
352,266,0,-0.90195912,1.6187487,0.1432381,300.40509,288.85028,270.21765,244.43013,228.76688
353,266,0,-0.86339301,1.4093091,0.14297333,300.37378,288.88641,270.15024,245.05386,229.04623
354,266,0,-0.71302509,1.2506895,0.14253253,300.18832,289.33194,270.94016,245.36694,229.28946
355,266,0,-0.44349203,0.95213765,0.14274986,300.33041,290.12427,271.57593,245.80524,229.04623
356,266,0,-0.55230224,0.78406304,0.14469402,301.24796,291.49695,271.90826,245.54274,228.28522
357,266,0,-1.1179928,0.96595305,0.14630283,302.48099,292.15201,271.99738,245.31636,228.08293
358,266,0,-1.1013027,0.87396514,0.14546956,303.79831,291.80762,271.99734,244.65651,227.95047
359,266,0,-0.98246449,0.9095099,0.14606829,304.84589,292.07495,271.48682,244.88046,228.29245
360,266,0,-0.74475539,0.87866545,0.14719434,304.34738,291.92563,271.71802,245.00569,228.1335
361,266,0,-0.73135185,0.78372878,0.14577729,304.79532,291.96176,271.87695,244.79378,227.8999
362,266,0,-0.72273886,0.78108078,0.14600255,304.76401,292.34225,271.52295,244.6252,228.12628
363,266,0,-0.80515432,1.3980719,0.14635196,305.16138,291.99786,271.00757,244.85158,228.07811
364,266,0,-0.84699476,2.0914745,0.14354342,305.89349,292.18332,271.07742,244.79617,228.02272
365,266,0,-0.73008138,1.9646305,0.14314717,305.61652,291.89432,270.87512,244.67096,227.99141
366,266,0,-0.68307644,1.3850874,0.14006513,305.86697,291.8558,270.47293,244.71671,228.53809
367,266,0,-0.67035758,1.4477051,0.1400089,306.16562,291.27298,271.38086,244.59148,228.61514
368,266,0,0.57397056,1.3206843,0.14018553,306.6304,291.5668,270.36456,244.69504,228.88487
369,266,0,0.92641723,0.78192711,0.1365436,306.05725,290.56015,270.27545,244.92622,229.07753
370,266,0,0.81252056,0.67517835,0.13425262,306.54611,289.2019,270.30676,245.31395,229.54956
371,266,0,0.35553759,2.090415,0.13417993,305.60931,289.13687,270.24176,245.28987,230.18774
372,266,0,0.41998821,2.7930233,0.13397115,303.57434,288.45053,270.64874,245.91843,229.96136
373,266,0,0.64352006,2.2286913,0.13671701,303.45874,288.40717,270.85104,246.2339,227.63017
374,266,0,1.1631678,1.6354176,0.13304371,302.52914,288.7034,271.61685,244.29526,229.47971
375,266,0,2.2143862,3.9112804,0.12627654,301.57788,288.90567,271.19061,242.32773,229.78796
376,266,0,2.3450458,4.126708,0.13098308,301.71756,288.92496,267.26514,245.05627,223.04968
377,266,0,2.1094146,3.9261644,0.13018931,302.0451,288.52277,265.98395,243.01167,226.72708
378,266,0,1.5717245,9.8873272,0.10287855,301.30093,284.78278,269.2038,237.6485,231.72179
379,266,0,0.17552514,11.293653,0.10163585,301.28168,280.62131,267.18808,244.26637,231.7242
380,266,0,0.25477937,8.2383804,0.10582173,300.65073,284.63828,262.77377,246.93951,231.16309
381,266,0,0.50887305,3.7499204,0.12355589,295.72104,285.23068,269.19656,246.8721,232.36479
382,266,0,1.0066174,1.6149046,0.12677827,292.21704,279.65079,269.99612,245.60054,230.65735
383,266,0,1.8312545,2.0201311,0.13546842,296.53021,284.13495,270.01779,247.66681,226.19005
193,267,1,2.7263432,14.202252,0.21843278,317.96362,294.134,251.93665,190.86583,207.34067
194,267,1,2.0433834,13.705712,0.19278768,317.73965,306.11264,224.18878,214.64008,212.53285
195,267,1,2.2323618,19.311514,0.20543461,335.75336,296.77103,232.59839,228.29726,218.48605
196,267,1,2.2248418,14.679384,0.19399773,344.09796,267.60229,255.50566,231.05231,226.59222
197,267,1,2.9217536,15.68712,0.23619947,347.46228,276.63324,257.29019,240.29758,215.68044
198,267,0,2.6661386,14.37129,0.28814757,347.18774,296.20267,267.22662,234.98738,194.30722
199,267,0,2.9917428,10.625102,0.2644105,325.76636,296.07504,273.9649,210.83023,202.30261
200,267,0,3.1421983,10.631789,0.1999425,327.08606,303.13843,252.51221,214.91461,217.99959
201,267,0,2.8147337,11.877674,0.17938948,346.89151,312.87018,242.56615,225.70117,230.72478
202,267,0,2.5308132,13.965027,0.21610747,340.724,293.52472,255.84764,247.56326,216.95923
203,267,0,2.2389672,10.516244,0.21642122,346.9686,282.36487,272.61148,228.93304,228.15999
204,267,0,2.5801108,8.4978247,0.22616187,357.01581,300.87708,271.59518,240.03026,221.99005
205,267,0,2.4772761,10.394432,0.2636469,341.28754,311.04953,264.46436,234.39014,207.12152
206,267,0,2.7275491,13.191045,0.25874344,333.50165,312.521,268.7438,222.3537,205.77773
207,267,0,2.3727927,10.409972,0.18201026,347.44781,305.97775,254.2606,219.23743,228.9523
208,267,0,2.3113039,9.7167425,0.20330936,356.61844,309.06757,251.78732,240.37704,220.98581
209,267,0,1.9585125,12.064157,0.22659892,357.55524,294.86127,266.67996,235.44495,217.17355
210,267,0,2.1849585,12.876003,0.17918976,352.56778,297.7825,265.18442,231.33888,223.36276
211,267,0,2.3731291,10.19958,0.20222855,352.29562,300.79279,259.94888,236.04219,213.51543
212,267,0,2.5247397,5.2479734,0.16083483,342.89865,299.46344,261.0928,227.22078,232.09508
213,267,0,2.1155906,5.9751825,0.17176403,343.13223,294.54099,253.08778,243.93402,228.74037
214,267,0,1.7150365,4.8146048,0.19737452,342.35678,288.59262,263.02182,246.94916,221.62881
215,267,0,0.99125069,13.845696,0.21337904,337.8606,279.77359,275.85538,239.07658,217.09167
216,267,0,-0.17326969,15.170884,0.1927131,333.05612,293.83295,267.0412,232.37924,215.64673
217,267,0,-1.001021,7.0112185,0.16164201,319.16052,300.31598,258.16437,230.11308,215.33606
218,267,0,-1.1625197,1.8420182,0.14361361,320.58862,287.5065,254.43881,229.60254,214.94592
219,267,0,-1.0426546,1.2818999,0.14221054,327.82059,275.55917,252.82047,229.89153,214.84238
220,267,0,-0.84539247,1.0942063,0.1404174,334.03146,270.86548,253.11909,229.45322,214.60396
221,267,0,-0.53691983,0.89723653,0.13919155,313.33255,270.14059,253.01794,229.46286,214.74364
222,267,0,-0.48415992,0.91970783,0.13751656,295.46335,270.16226,252.8277,229.42914,215.09525
223,267,0,-0.90023381,1.336924,0.13599031,287.02484,269.14359,253.75246,230.0312,215.21083
224,267,0,-0.67919964,1.4195113,0.13262825,285.50043,269.56021,254.03905,230.42856,215.36496
225,267,0,-0.6322729,2.6689186,0.13324596,285.20419,269.9118,254.67723,230.0914,215.73582
226,267,0,-0.89985025,2.2043624,0.13603558,284.53952,270.57651,254.41232,231.09805,216.11151
227,267,0,-0.89166504,1.6799332,0.14172786,283.93024,269.6445,256.14386,233.17879,215.9285
228,267,0,-0.70577669,1.0530767,0.14163408,284.28186,269.48557,259.94888,233.56651,216.20062
229,267,0,-0.24594107,0.79734403,0.1420643,282.54309,275.25574,261.29752,233.56651,216.22711
230,267,0,-0.16221236,0.96853793,0.14149471,280.76581,278.38644,262.23672,233.37386,216.01518
231,267,0,0.035090223,0.94263524,0.13902044,284.16626,279.52795,261.78638,232.75252,216.46553
232,267,0,0.20932801,1.0973494,0.13779858,286.70215,281.25226,260.43295,231.87352,217.13503
233,267,0,0.6216045,1.5017756,0.1404255,287.72806,279.60022,259.6936,233.21973,215.37941
234,267,0,0.8787533,2.1605237,0.13977396,288.07001,278.55743,259.53708,232.43222,216.47516
235,267,0,1.8526804,2.8482499,0.1397161,288.44812,278.29974,260.18491,230.70311,216.96404
236,267,0,2.317872,5.9686828,0.13777661,287.45111,278.13599,258.78571,233.17879,216.25119
237,267,0,2.673559,11.242373,0.13229211,286.99353,278.57187,258.3161,229.71571,214.03079
238,267,0,2.9254539,16.004229,0.15125664,287.26324,279.13541,254.27988,232.08543,209.248
239,267,0,3.1739545,16.085878,0.16788372,286.4541,274.90894,261.65875,224.59819,211.57437
240,267,0,3.3469496,17.704044,0.19938001,287.14526,273.95767,255.52252,226.71504,193.11755
241,267,0,3.4321308,21.64785,0.17244948,287.52817,275.58084,250.3761,208.73505,201.38266
242,267,0,3.0981245,25.267082,0.10503059,279.3642,272.16113,240.83943,209.45271,224.35977
243,267,0,2.4866555,25.813005,0.12285028,287.89182,272.64517,231.29071,234.53944,223.43982
244,267,0,2.2046337,13.175498,0.22422983,287.37161,250.94444,248.63734,243.08632,212.16681
245,267,1,1.9903804,6.0234041,0.22526339,289.39938,273.27615,273.12442,225.28214,209.09387
246,267,1,2.0578735,7.2802601,0.24201997,279.26306,279.88678,258.16196,223.0545,207.6971
247,267,1,2.1142113,6.4694109,0.25197023,276.89093,301.60919,248.31223,221.46506,202.19666
248,267,1,2.2773359,6.1466331,0.24544565,285.95319,285.81107,248.72403,214.15843,205.48633
249,267,1,2.2252815,7.5966778,0.24950533,318.29837,282.1915,249.78127,213.19754,206.23529
250,267,1,2.1948218,8.7969637,0.2562618,333.92068,287.8605,240.90686,220.06105,205.51762
251,267,1,2.0776234,9.2732058,0.25065422,329.49191,286.81293,245.67279,217.39752,205.63564
252,267,1,1.9699216,7.3282323,0.24915826,332.42758,285.38724,249.47301,216.38124,205.63564
253,267,1,1.9733721,6.9100695,0.25226596,335.78226,286.61304,246.51085,218.2645,205.83311
254,267,1,2.2616274,7.9495611,0.25006628,338.00027,292.48434,247.83539,216.8075,210.66646
255,267,1,2.4986694,8.9543066,0.25492984,340.71436,289.47403,247.46452,225.2701,203.57176
256,267,1,2.5648334,9.8888502,0.22223762,338.11584,289.18262,252.85901,215.4348,215.14099
257,267,1,2.4589641,9.1571655,0.25551829,340.71677,289.77505,249.49467,223.89258,202.51454
258,267,1,1.9851346,7.1240435,0.24635535,344.4375,296.07504,244.89491,219.10497,207.40811
259,267,1,2.4459872,6.2149696,0.2470704,340.17731,284.65512,255.30338,218.07423,208.64113
260,267,1,2.5362201,6.2075038,0.24013795,343.67651,293.87631,247.54881,219.69019,213.01692
261,267,1,2.1294944,8.5657749,0.23866069,338.84555,285.30054,248.73367,222.2646,213.02896
262,267,1,1.8808198,9.2406073,0.21667346,336.09534,292.60715,253.62001,227.10759,213.59009
263,267,1,1.9852179,8.3622551,0.21751207,343.44049,294.06897,250.01004,224.2803,216.55223
264,267,1,2.3393679,6.2692156,0.24955373,338.84073,293.36093,254.81691,228.58144,212.27759
265,267,1,2.3976393,7.4453378,0.25431949,342.22916,287.80994,259.76587,227.02811,207.87289
266,267,1,2.1263087,9.0888739,0.22904281,347.87891,296.73007,256.37265,219.65164,214.79179
267,267,1,2.1712759,7.8808928,0.23519789,338.1279,303.41541,254.19798,227.80116,213.80682
268,267,1,2.4735692,5.4361768,0.24596334,334.23376,297.65002,257.81519,226.34657,211.85855
269,267,1,2.3254762,6.4180622,0.22077408,349.32626,295.69937,257.47562,224.45851,223.66379
270,267,1,2.5815892,6.8063054,0.24391012,351.47925,299.95956,257.99097,236.218,217.12299
271,267,1,2.8383815,6.6884112,0.2071206,347.5827,301.03363,263.43121,233.54724,230.13716
272,267,0,3.0559497,9.8179359,0.2316101,345.67776,303.79831,264.75577,241.02486,218.24281
273,267,0,2.9704211,11.148042,0.23052058,348.42557,306.2475,267.4024,231.65436,215.65395
274,267,0,2.7827342,9.0311012,0.21531439,353.52625,304.87479,268.42593,229.23407,223.05209
275,267,0,2.7708979,11.341112,0.21751845,354.92303,310.11273,259.2818,238.9369,222.33203
276,267,0,2.4968371,12.706762,0.2075375,353.38416,297.2551,261.59613,238.38542,219.72148
277,267,0,2.4879982,10.637162,0.19602622,351.67432,290.8949,267.03638,231.21365,224.73064
278,267,0,2.5629001,10.744219,0.21776599,351.04816,302.46893,257.79352,241.78346,215.04707
279,267,0,2.460743,9.0591164,0.20643368,342.98535,301.57788,272.40918,234.04575,218.01404
280,267,0,2.3273616,9.9483576,0.18910094,338.75644,292.79019,262.62927,228.632,229.52547
281,267,0,2.2634394,9.5557365,0.21950454,344.11481,303.38889,257.34076,243.226,223.4639
282,267,0,2.2828486,11.33016,0.20434153,334.33249,295.84384,271.80469,243.44997,221.74442
283,267,0,2.5439618,9.2028999,0.20482937,344.66388,294.10028,275.21237,237.54253,219.64201
284,267,0,2.5321972,6.9840693,0.19839372,331.64249,309.00735,261.83936,238.77556,220.91597
285,267,0,2.3750846,9.7619619,0.1766447,335.1778,302.42078,270.56204,239.05733,224.09245
286,267,0,2.619081,10.576761,0.16727211,347.87408,292.92505,269.59634,240.46133,221.60715
287,267,0,2.5669053,6.9971623,0.17131314,345.71149,301.44785,270.99554,246.88412,219.55531
288,267,0,1.9338962,5.4358549,0.15228771,326.88379,297.97516,274.11664,241.4752,226.13225
289,267,0,1.1607524,6.8651237,0.14785667,336.69019,297.07687,279.31363,244.35788,228.88969
290,267,0,0.10524797,6.0307307,0.14150736,331.97723,296.72287,273.04013,247.84744,229.93729
291,267,0,-0.32230657,2.5013573,0.13607527,328.29501,298.39178,275.91559,248.17737,230.00711
292,267,0,-0.41250572,0.76114047,0.14075702,316.11407,294.97928,276.37796,247.78964,229.93968
293,267,0,-0.114622,1.1264107,0.14027694,309.16388,293.6933,275.45319,247.83539,229.61699
294,267,0,0.016124276,1.7500449,0.14366254,307.86584,293.8161,275.23163,247.72702,229.70367
295,267,0,0.11836509,1.9471859,0.141542,306.01871,293.40671,274.92099,247.21407,229.14737
296,267,0,0.37355673,1.5285776,0.14556389,303.75735,293.12253,273.80597,247.66681,228.71629
297,267,0,0.32240137,1.2799248,0.14904702,304.13788,292.08939,274.35263,247.76074,227.94325
298,267,0,0.043067809,1.5954704,0.15447681,304.86273,292.43137,274.97397,246.74205,226.8788
299,267,0,-0.14794298,2.0570972,0.15272209,304.18845,294.27368,274.48749,246.47473,226.43568
300,267,0,-0.15543029,3.9648888,0.15322758,304.28235,294.24719,274.95709,246.41211,226.34177
301,267,0,-0.4703922,4.1246171,0.15180844,305.89349,294.3989,275.44357,247.06235,226.70059
302,267,0,-0.583538,2.3499808,0.13973285,306.47867,295.08765,275.50137,246.30374,227.00644
303,267,0,-0.76480579,2.1720331,0.14324467,306.95792,295.70898,273.13406,245.68483,226.84509
304,267,0,-0.42091522,3.4131105,0.14081185,307.80563,293.43079,270.85825,245.99309,227.54588
305,267,0,-0.030500213,4.2938704,0.14793406,308.6991,288.36142,271.27008,246.82634,227.14853
306,267,0,-0.35003814,3.5329654,0.14572562,307.58649,288.17599,273.37247,246.2869,226.71022
307,267,0,-0.53209507,2.0863719,0.14049126,303.11435,290.20374,272.80173,244.59871,227.31711
308,267,0,-0.59631443,1.8570482,0.13791151,301.34671,292.21463,269.39163,244.54091,227.66631
309,267,0,-0.53013253,3.2587373,0.1392312,303.86572,289.28137,268.43076,245.19836,227.37971
310,267,0,-0.70974612,3.4803698,0.14016937,305.94885,285.64731,268.81125,244.93105,227.27617
311,267,0,-0.63465106,2.3219192,0.13999322,303.62009,285.28366,268.92444,244.66132,227.6976
312,267,0,-0.47604543,1.3270876,0.13802163,300.2341,286.78882,268.23807,244.8299,228.03717
313,267,0,-0.30585828,1.1934322,0.13928142,299.38879,285.57507,267.54691,245.05145,227.871
314,267,0,-0.23744173,0.94718724,0.14171246,300.88672,284.64069,268.46927,244.87325,227.93843
315,267,0,-0.23594451,0.72397447,0.14250274,300.73502,284.50342,268.35126,244.9744,227.85173
316,267,0,-0.043101497,0.63919216,0.1426997,299.90417,285.75571,268.14417,245.10445,227.80116
317,267,0,-0.064714447,1.6567994,0.1435838,300.01733,285.51968,268.64267,245.14056,227.38213
318,267,-1,-0.3868126,2.4159281,0.14376462,301.3443,286.08322,269.2038,244.89491,227.34119
319,267,-1,-0.364521,2.0772028,0.14292897,301.48398,287.06097,269.10025,244.9455,227.3147
320,267,-1,-0.3395727,1.123369,0.14093708,302.05954,287.09467,269.20139,244.76729,227.28821
321,267,-1,-0.38420969,0.84275877,0.14155711,303.40335,286.93332,268.74622,244.62279,226.94864
322,267,-1,-0.47211507,1.2710185,0.144733,303.61768,286.20361,268.70288,244.46144,226.95346
323,267,-1,-0.43092105,1.4989854,0.14569978,303.10474,286.07599,268.19232,244.19653,226.67651
324,267,-1,-0.53457385,1.4953949,0.14370979,302.00415,286.07599,267.98523,244.57703,227.04979
325,267,-1,-0.49600732,1.3275539,0.14364219,301.65015,285.77255,268.73178,244.93346,226.98477
326,267,-1,-0.32151517,1.8761926,0.14446864,301.67905,286.29996,268.92926,244.72153,226.75839
327,267,-1,-0.13644473,2.3027446,0.14442457,301.20703,287.29214,269.24231,245.24411,226.57295
328,267,-1,-0.14012709,2.8400519,0.15086478,302.08603,287.09949,269.76733,245.08517,225.86011
329,267,-1,-0.48335683,3.7749405,0.15634775,302.96265,287.57391,270.48016,244.85397,225.60243
330,267,-1,-0.5545885,3.7409148,0.15939251,302.50748,288.61188,270.04187,244.74802,225.38568
331,267,-1,-0.73123699,2.9520209,0.15989283,302.88556,288.75397,270.20563,244.70467,225.51332
332,267,-1,-0.77115071,2.0057161,0.15710205,303.32629,288.72266,271.66501,244.96957,225.51332
333,267,-1,-0.82158494,2.4278035,0.15085845,303.3913,291.08755,271.7132,245.11166,225.8553
334,267,-1,-0.83639765,3.2470884,0.1483399,303.15048,292.14719,272.67407,244.37955,225.96608
335,267,-1,-0.42112318,4.8897247,0.15085512,305.67432,292.71796,271.91547,243.94847,226.06241
336,267,-1,-0.39841449,4.5632563,0.15189786,307.51184,293.69809,270.70895,243.64023,226.28879
337,267,-1,-0.74317753,3.0746584,0.14877123,308.13556,292.89133,269.70471,243.57278,226.4381
338,267,-1,-0.8807565,2.3674841,0.14538033,309.90564,290.90454,269.58188,243.97737,226.74153
339,267,-1,-0.87749559,2.003958,0.14333279,309.35172,290.00385,270.16949,243.48369,226.58981
340,267,-1,-0.84294343,1.8024124,0.14034292,307.37695,290.67093,269.41089,243.01167,226.75116
341,267,-1,-0.93040788,2.3586998,0.13775507,305.96091,290.24466,268.62582,242.9635,227.22078
342,267,-1,-0.70226705,2.2755356,0.13811357,306.28842,288.93939,268.21161,243.30307,227.15575
343,267,-1,-0.77360278,1.5033838,0.1414746,305.62375,288.15671,268.98465,243.1393,226.7897
344,267,-1,-0.85215676,1.0586369,0.14043845,304.29681,287.92554,269.44461,243.06706,227.14371
345,267,-1,-0.83581239,0.99393779,0.14009264,303.07584,289.45718,269.48557,243.36087,227.01607
346,267,0,-0.830419,1.0880086,0.13661745,301.92468,290.25189,269.5,243.44756,227.16539
347,267,0,-1.0302637,1.1051831,0.13515893,302.35815,290.26877,269.66376,243.29103,227.49049
348,267,0,-1.1471798,0.91248041,0.13505177,301.74167,290.30005,269.39404,243.4572,227.76505
349,267,0,-0.7663511,0.76010007,0.13469839,301.36356,289.39215,269.11469,243.48369,227.99864
350,267,0,-0.90037221,0.78868288,0.13403678,301.52008,288.64078,269.12433,243.77267,228.46342
351,267,0,-0.94886577,1.513001,0.13860618,300.62665,288.01224,268.9437,244.12909,228.61755
352,267,0,-0.94589603,1.4194733,0.1370739,299.30692,287.77863,269.08096,244.3916,228.72833
353,267,0,-0.914895,1.0467244,0.14145701,298.46884,287.94238,269.43018,244.84676,228.65128
354,267,0,-0.77272177,0.93536943,0.14154416,298.65909,288.1254,270.55481,244.93346,228.73557
355,267,0,-0.616234,1.2905246,0.14340375,299.19855,288.96109,270.61743,244.92381,228.25391
356,267,0,-0.91934043,1.3674576,0.14128369,299.22021,290.46622,271.27249,244.80099,227.98901
357,267,0,-1.081648,0.97433984,0.14281712,300.47974,291.23929,271.33508,244.52887,228.06366
358,267,0,-1.0106353,0.84202772,0.14403026,302.52194,292.02435,270.90402,244.35547,228.13832
359,267,0,-0.80078787,1.2623376,0.14330405,303.40576,292.04605,271.03888,244.61797,228.1913
360,267,0,-0.72316772,1.1920053,0.1441474,304.06561,291.58124,271.29898,244.72635,227.8999
361,267,0,-0.78526819,0.85531014,0.14785852,304.25586,291.93768,271.53738,244.33139,227.77226
362,267,0,-0.79118514,1.2589756,0.14808607,304.61227,292.16406,271.60001,244.19412,227.65907
363,267,0,-0.91411918,1.3244318,0.14624318,305.17099,292.62402,270.96182,244.28322,228.14795
364,267,0,-0.96951181,0.9548009,0.14328936,305.13489,292.63126,270.50906,244.42772,228.13832
365,267,0,-1.0782372,1.1421545,0.14164214,305.97296,291.81726,270.56927,244.41327,228.39117
366,267,0,-1.154348,1.0973692,0.14058442,306.64246,291.01532,270.22729,244.59871,228.4249
367,267,0,-0.91873187,1.3161246,0.14013444,306.51962,290.44937,270.23694,244.7119,228.64165
368,267,0,-0.65350026,1.1420752,0.1363894,306.08612,289.56073,270.4585,244.23506,228.89211
369,267,0,-0.34652781,0.72422105,0.13479155,305.30829,289.68835,269.37958,244.18208,229.56882
370,267,0,-0.43973008,0.56942844,0.13309507,303.80792,289.31509,269.0882,244.78896,230.2648
371,267,0,-0.34605625,0.99598271,0.13353853,303.63696,287.60281,269.95035,245.77393,230.5562
372,267,0,-0.017500764,1.2907572,0.13030337,303.52856,287.48721,270.98108,246.33987,230.91502
373,267,0,0.34308773,1.6544638,0.12764113,301.9295,288.09891,271.70355,245.98827,230.94875
374,267,0,0.54539794,2.0568175,0.12673976,300.96381,288.45776,271.59277,246.29411,230.37076
375,267,0,0.51632059,2.0154786,0.12793843,301.0842,288.97552,270.51871,245.68724,230.59473
376,267,0,0.36822128,2.1731322,0.12584873,300.78799,288.35901,269.90942,244.92622,231.27386
377,267,0,0.37690645,2.5854824,0.12465511,301.60199,286.41797,268.94852,246.27243,231.91446
378,267,0,0.047555212,2.8168755,0.12337562,301.20221,285.67142,269.04245,246.98286,232.90665
379,267,0,-0.21585502,2.3537383,0.12410322,299.93066,285.47153,270.9281,247.50546,233.02225
380,267,0,-0.0048417519,1.5270011,0.12687001,297.56573,285.13196,271.17374,248.30981,232.45149
381,267,0,0.56764311,0.84144795,0.13017021,297.8186,287.35718,271.48199,248.09549,231.56285
382,267,0,0.87708271,1.4699119,0.13009644,298.22321,287.64136,272.41879,247.56566,231.1125
383,267,0,0.97566849,2.2483673,0.12490211,297.89328,288.12061,272.22372,245.55719,231.80849
